date,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1941-11-01,6.9,14,-3.1,9.9,3.9,67.2,-5.7,12, ,56.1
1941-12-01,6.5,12.7,-3.6,9.1,3.9,41.7,-7.6,12.5, ,46.1
1942-01-01,4.3,11.9,-3.1,6.9,1.7,91.9,-9.5,13.1, ,72.8
1942-02-01,2.9,11.6,-4.3,5.8,0,25.8,-10.7,9, ,51.4
1942-03-01,6.3,16.2,-6.1,9.4,3.2,76.4,-8.3,10.7, ,73.9
1942-04-01,8.4,16.2,0.8,11.9,4.9,36.9,-0.4,15.1, ,185.4
1942-05-01,10.4,20.9,1.8,14.4,6.3,108.2,-0.7,12, ,195.9
1942-06-01,13.1,24.1,1.4,18,8.2,4,-0.9,9.4, ,224.8
1942-07-01,14.6,22.2,7.2,18.9,10.4,57,2.4,13.4, ,182.7
1942-08-01,14.9,22.3,6.7,18.4,11.4,93,4.6,10.8, ,113.7
1942-09-01,12.5,21.1,0.6,16,8.9,122.4,-1.2,12.6, ,126.1
1942-10-01,9.4,19,0.2,13.1,5.8,33,-6.1,12.9, ,100.9
1942-11-01,5.1,12.8,-2.9,8.5,1.7,9.7,-6.8,8.9, ,58.5
1942-12-01,7.4,13.6,-1.7,10.3,4.5,62.1,-4.6,15.1, ,38.8
1943-01-01,5.9,12.2,-1.6,8.5,3.3,107.2,-7.2,15, ,76.5
1943-02-01,6.7,12.2,0,9.7,3.7,22,-4.3,16.6, ,92
1943-03-01,6.9,13.4,-2.5,10.4,3.4,20.3,-5.2,12.3, ,123.8
1943-04-01,9.8,17,1.6,13.8,5.7,33.9,-4.1,15.1, ,143.7
1943-05-01,10,19.1,0,14.4,5.7,88.1,-1.2,11.1, ,238.6
1943-06-01,13.2,23.8,5.2,17.5,8.9,80.6,1.7,12.1, ,215.8
1943-07-01,14.8,24.5,6.1,19.1,10.4,45.1,2.2,10.9, ,214.2
1943-08-01,14.4,21.6,5.7,18.2,10.6,50.5,2.9,13.9, ,138.1
1943-09-01,12.2,20,0.7,15.8,8.6,76.7,-0.4,13.5, ,129.6
1943-10-01,10.6,17.9,2,14.1,7.1,53.8,-3.2,14.3, ,98.6
1943-11-01,6.6,14.9,-1.4,9.6,3.6,52.7,-2.9,14.2, ,77.9
1943-12-01,5.1,11.4,-2.8,7.6,2.6,38,-8.4,12, ,48.7
1944-01-01,7,12.8,-0.6,9.8,4.1,84.6,-5.6,16.3, ,54.9
1944-02-01,4.8,13.1,-2.9,7.7,1.8,25.5,-5.7,14, ,76.6
1944-03-01,5.7,18.2,-3.1,9.8,1.6,11.5,-7.8,8.5, ,148
1944-04-01,9.6,19.7,0,14,5.3,44.1,-6.8,10.7,40,158
1944-05-01,10.6,21.6,1,15,6.3,18.9,-2,9.4,52,190.3
1944-06-01,12.6,24,4.5,16.8,8.3,31.6,0.9,10.8,49,162
1944-07-01,15,22.5,8.6,18.3,11.8,57.7,4.7,7.9,34,89.9
1944-08-01,15.6,24.2,7,19.7,11.4,56.9,3.8,8.4,40,187.5
1944-09-01,11.6,19.8,2.8,15.7,7.5,146.4,-2.8,10.4,44,130.3
1944-10-01,8.7,15.6,2.2,12.1,5.4,72.1,-1.3,10.7,44,115.6
1944-11-01,6.5,14.4,-1.7,9.7,3.3,124.2,-2.4,12.9,54,62.5
1944-12-01,5.1,12.4,-2.5,7.7,2.5,48.9,-4.9,11.6,51,72.2
1945-01-01,2,11,-7.7,4.6,-0.6,30.9,-12.4,12.7, ,71
1945-02-01,7.6,15.3,-1.6,11.2,4.1,56.7,-3.7,14, ,85.2
1945-03-01,8.5,14.9,-1.7,12.1,5,14.7,-6.8,11.1, ,114.8
1945-04-01,9.2,18.7,-2.2,13.2,5.2,37.4,-3.3,10, ,202.5
1945-05-01,10.7,21.7,-1.4,15.1,6.3,49.4,-4.5,9.1,47,193.5
1945-06-01,13.4,20.8,6.2,17.4,9.5,83.4,4.2,11.3,41,179.2
1945-07-01,15.1,23.2,7.2,18.8,11.4,82.9,5,10.1,37,133.7
1945-08-01,14.8,21.6,6.7,18.9,10.7,24,5.9,7.6,37,179.7
1945-09-01,13.7,22.2,5.5,17.1,10.3,66.6,1.9,9.8,59,115.6
1945-10-01,11.5,19,2.1,14.7,8.4,43.6,0.2,8.1,52,96.3
1945-11-01,8.2,14.6,-1.8,10.9,5.6,15.3,-4.1,7.6,27,57.3
1945-12-01,6.7,12.9,-0.9,9.4,4,86.5,-3.2,11.7,50,51.1
1946-01-01,4.7,11.6,-6.8,7.6,1.8,59.8,-10.6,12.5,52,66.4
1946-02-01,5.9,12.1,-4.8,8.5,3.3,89,-6.7,13.9,52,84.5
1946-03-01,6,16.8,-3.2,9.4,2.7,43,-10,11.3,40,124.2
1946-04-01,8.6,18,0.4,12.6,4.6,32.3,-1.1,10.7,40,157.7
1946-05-01,9.3,16.6,-1.2,12.6,5.9,56,-2.2,11.2,40,225
1946-06-01,12.1,22.6,4.4,16.3,7.9,74.6,1.7,10.8,55,182.8
1946-07-01,14.5,23.1,6.1,18.5,10.5,61.8,5.2,10.7,54,172.9
1946-08-01,13.3,22.1,5.4,17,9.7,128.3,2.8,9.9,41,133.1
1946-09-01,12.8,18.9,7.2,15.9,9.7,145.6,3.4,12,47,84.5
1946-10-01,10.5,17.2,3.9,12.5,8.4,51.9,0.6,9.9,31,66.3
1946-11-01,7.9,17.4,0.4,10.6,5.2,101.2,-1.1,11.4,49,56.3
1946-12-01,4.1,10.4,-3.1,7,1.2,78.2,-6.7,11,62,66.5
1947-01-01,3.9,12.1,-6.7,6.5,1.3,69.9,-15,12.2,53,30.3
1947-02-01,0.2,4.8,-10.9,1.9,-1.4,62.3,-8.9,13.3,55,28.2
1947-03-01,3.9,14.4,-7.7,6.8,1.1,147.5,-9.8,11.3,58,81.6
1947-04-01,8.1,17.7,0.1,12,4.2,71.6,-5.4,13.6,62,158.8
1947-05-01,10.6,20.4,2.8,14.1,7.1,87.9,-1.1,9,42,179.9
1947-06-01,13.1,20.3,6.5,16.5,9.7,104.6,4.1,8.5,43,164.1
1947-07-01,14.3,25,6.9,17.8,10.8,69.2,1.7,7.9,34,148.5
1947-08-01,16.3,24,8.5,20.3,12.2,32.7,4.4,5.2,27,275
1947-09-01,13.6,23.5,2.7,17.5,9.6,59.5,1,9,49,119.1
1947-10-01,11.3,18.7,3.7,14.5,8.1,18.5,-0.6,7.5,34,110.8
1947-11-01,7.5,17.6,-3.6,10.3,4.7,73.1,-5.2,11.6,55,82.1
1947-12-01,5.6,12.2,-4.9,7.9,3.4,119.1,-7.9,10.7,42,51.2
1948-01-01,4.8,12.8,-2.2,7.5,2.2,171.4,-6.8,12.8,68,66.4
1948-02-01,5.3,13,-2.8,7.9,2.7,35.3,-7.3,13.2,68,67.7
1948-03-01,8.7,20.1,0.1,12.7,4.6,39.2,-5.2,10,53,161.8
1948-04-01,8.2,17.9,-1.1,12.2,4.3,62.5,-3.6,9.7,56,180.3
1948-05-01,9.7,19,0.1,14.1,5.4,64.3,-1.2,7.6,35,228.2
1948-06-01,12.4,21.5,4.2,16.2,8.5,71.1,1.7,10.1,43,178.3
1948-07-01,14.2,25.9,6.4,18.1,10.3,57,4.1,9.4,42,168
1948-08-01,14.3,21.9,6.2,17.7,10.8,88.6,5.1,9.1,54,115.2
1948-09-01,13,20.1,2.3,16.8,9.1,53.1,1.2,11.1,43,122.4
1948-10-01,10.2,19.2,-2.2,13.4,7.1,39.1,-7.1,10.7,43,87.4
1948-11-01,9,15.7,-0.6,11.9,6.1,41.6,-4.8,10.8,45,65.4
1948-12-01,6.5,17.1,-0.7,9.1,3.9,106.9,-4.1,12.1,59,70.7
1949-01-01,6.2,12.3,-2.3,9.1,3.4,53.4,-6.8,12.9,48,61.1
1949-02-01,6.6,13,-0.4,9.7,3.6,25.8,-3.3,13.2,54,93.1
1949-03-01,6.1,13.7,-2.8,9.5,2.6,57.6,-4.5,9.8,43,114.9
1949-04-01,9.2,18.1,-1.1,13.1,5.2,46.1,-4.6,12.4,53,155.2
1949-05-01,10.2,22.4,0.9,14.6,5.8,40.4,-2.2,8.3,40,226
1949-06-01,14.3,26.2,4.4,18.8,9.8,22.3,-1.1,6.4,40,273.3
1949-07-01,15.6,24.8,6.9,19.4,11.7,40.7,5,7.9,34,170.6
1949-08-01,15.2,23.4,4.4,19.2,11.2,80.3,3.2,7.9,40,161.5
1949-09-01,14.7,21.2,5.9,18.4,10.9,23.1,2.4,8.7,37,180.4
1949-10-01,11.3,19.9,-1.2,14.4,8.1,96.3,-3,10.1,53,86.1
1949-11-01,7.1,13.3,0.6,10.2,4.1,36.5,-3.9,11.3,52,84.9
1949-12-01,5.9,12.3,-3.9,8.7,3,74.8,-4.7,14.4,55,56.6
1950-01-01,6,13.4,-2.8,8.6,3.4,10.5,-9.4,11.1,48,52
1950-02-01,5.5,13.9,-3,8.6,2.4,107.3,-6.7,12.8,50,68.7
1950-03-01,7.4,14.1,-1.2,11.2,3.6,33.6,-5,9.9,48,129.9
1950-04-01,7.1,16.1,-1.1,10.9,3.4,51.1,-2.3,13,55,150.6
1950-05-01,10.6,18.9,2,14.3,6.9,41.6,-2.1,9.6,41,224
1950-06-01,14.6,25.9,5.1,19.2,10,28.8,3.5,8.5,36,233.1
1950-07-01,14.7,21.1,6.5,18.5,11,81.6,4.9,8.8,45,165.9
1950-08-01,14.2,20.2,7.8,18.2,10.3,145.8,5.7,9.5,46,172.7
1950-09-01,11.8,21.2,4.2,15.4,8.1,102.8,1.1,12.8,57,128.9
1950-10-01,9.8,18.2,0.8,12.8,6.8,78.4,-2.9,11,48,113.1
1950-11-01,5.3,12.1,-3.4,8.5,2.2,50.9,-6.3,11,47,87.2
1950-12-01,2.2,10.7,-5.1,4.5,-0.1,62.3,-6.2,10.7,42,52.6
1951-01-01,4.3,12.7,-4.6,7.1,1.5,69.5,-8.2,11.7,54,69.1
1951-02-01,3.2,12.4,-5.2,6.5,-0.1,60.4,-7.8,11.4,48,109.1
1951-03-01,4.4,14,-3.9,7.5,1.3,85.9,-8.5,11.1,52,94.2
1951-04-01,6.1,17.2,-1.2,10.2,2,28.6,-2.8,12.7,48,206.4
1951-05-01,8.8,18.1,1.3,12.1,5.5,52.8,-2.2,11.9,41,201.8
1951-06-01,12.9,22.2,5.6,17.2,8.6,22.9,0.4,8.6,42,240.2
1951-07-01,15,22.8,5.6,19.2,10.8,47.9,2.8,9.2,32,161.2
1951-08-01,13.8,22,5.1,17.6,10,83.3,3.8,9.8,40,143.4
1951-09-01,13.4,20.2,6.3,16.8,9.9,71.4,4.1,9.7,48,102.8
1951-10-01,10.8,20.6,-0.2,13.7,7.9,13.8,-1.7,9.7,43,103.8
1951-11-01,7.6,13.7,-1.3,10.6,4.7,125.6,-3.3,12.4,57,52.1
1951-12-01,5.6,13.8,-1.5,8.7,2.6,81.3,-5.5,13.1,59,57.8
1952-01-01,3,11.3,-5.1,5.9,0,87,-6.6,12.3,52,78
1952-02-01,4.1,10.3,-3.9,7.2,1,14.1,-7.2,9.2,36,84.4
1952-03-01,6.9,14.3,-1.7,9.9,4,31.1,-3.9,11.1,44,115.2
1952-04-01,8.6,17.1,-2.1,12.5,4.8,39,-4.2,9.4,45,180.7
1952-05-01,11.7,20.8,4.2,15.5,7.8,54.3,1.6,8.5,39,197
1952-06-01,13.1,23.7,2.6,17.3,8.8,39.2,1.3,10,38,177.4
1952-07-01,15.5,23.6,5.7,19.4,11.5,28.7,4.4,9.7,40,142.8
1952-08-01,14.9,22.3,8.2,18.7,11.1,98.4,5.1,8.7,39,149.8
1952-09-01,10.5,19.4,0.6,14.2,6.8,61.1,-1.1,11.6,54,138
1952-10-01,9.2,15.1,1.3,12.2,6.1,85.5,-3.5,13,60,127.7
1952-11-01,5.6,14.9,-3.2,8.2,3.1,88.8,-6.1,11.8,56,59.6
1952-12-01,4.5,12.3,-3.1,7.3,1.7,50,-7.8,11.9,50,59.9
1953-01-01,5.2,11.2,-3.2,7.8,2.5,15.8,-5.9,9.7,48,57.2
1953-02-01,5.7,15,-2.8,8.4,2.9,44.8,-7.1,11.6,44,61.9
1953-03-01,5.7,17.6,-3.1,9.4,2.1,9.3,-6.3,7.2,51,116.2
1953-04-01,6.7,18.4,-0.2,10.6,2.8,65.5,-4,10.3,45,184.1
1953-05-01,11.9,20.2,0.8,16,7.8,50.9,-1.6,9.7,40,228.9
1953-06-01,13.4,23.4,3.9,17.2,9.6,38.6,0.6,7.7,41,189.3
1953-07-01,14.7,21.4,8.2,18.4,10.9,78.7,6.8,10.7,38,179.1
1953-08-01,15,23.2,7.1,19.1,10.8,76.8,3.7,9.2,42,174.5
1953-09-01,13.5,22.8,5,16.9,10.1,43.8,4.2,10.4,52,107.2
1953-10-01,10.1,19.5,2.2,13.5,6.6,42.3,-3.1,7.9,55,88.4
1953-11-01,8.4,14,2.1,10.9,5.8,62.6,-3.1,11.1,50,60.8
1953-12-01,7.6,15,-0.2,10.3,4.9,51.5,-4.9,9.7,40,36.9
1954-01-01,4.5,13.2,-3.1,7.1,2,33.4,-6.7,12.7,68,44.7
1954-02-01,4.4,13.9,-3.7,7.1,1.6,59.3,-7,9.8,46,63.3
1954-03-01,6.2,14.3,-3.8,9.2,3.2,54.1,-6.7,11.1,46,95.3
1954-04-01,8,15.7,-0.1,12,3.9,14.3,-3.7,9.4,43,180.8
1954-05-01,10.3,17.4,2.1,14,6.6,95.6,-2.1,10.7,52,163.7
1954-06-01,12.5,21.2,5.2,16.1,8.9,38.7,0.5,10.1,39,159.3
1954-07-01,13.7,19.8,5.2,17.2,10.1,55.2,3.9,11,51,134.4
1954-08-01,13.5,24,6.2,17.4,9.7,70.8,1.7,9,38,157.9
1954-09-01,11.7,18.2,1.8,15.6,7.8,56.5,-0.6,11.1,52,161.4
1954-10-01,11.4,18.8,1.8,14.6,8.3,133.9,-5.1,10.6,44,73.5
1954-11-01,6.6,15.4,-1.1,10.1,3.2,100.9,-4.3,10.7,59,72.7
1954-12-01,7.3,15.1,-1.2,9.6,5,100.3,-3.3,15.1,61,39.5
1955-01-01,4,12.3,-5.4,6.6,1.4,86.2,-10,11.4,50,62.4
1955-02-01,2.1,12.7,-4.5,4.6,-0.3,68.1,-10.4,10.8,42,78.1
1955-03-01,4.2,11.8,-2.7,7.7,0.7,31.7,-9.5,8.1,43,171.7
1955-04-01,9.4,17.9,0,13.5,5.3,21.3,-6.1,8.5,40,180.8
1955-05-01,9.1,17.2,0.5,12.9,5.3,61.8,-1.2,11.4,49,206.9
1955-06-01,12.7,20,4.6,15.8,9.5,113.9,1.2,9.2,37,112.6
1955-07-01,16.1,25.9,6.9,20.5,11.7,14.1,5.7,5,32,305.9
1955-08-01,16.8,24.7,8.9,20.8,12.7,85.3,4.9,6.3,34,169.6
1955-09-01,13.8,22.6,6.2,17.8,9.8,47.6,4.6,10.5,43,180.2
1955-10-01,8.7,19.4,-0.9,12.7,4.7,25.4,-2.8,10.2,50,139.7
1955-11-01,8.1,14.8,0.7,10.4,5.8,45.7,-3.5,8.2,55,42.1
1955-12-01,6.7,13.5,0.1,9.5,4,108.4,-5.7,12.7,61,49.2
1956-01-01,3.9,11.1,-4.9,6.8,1.1,88.4,-6.3,10.3,51,62.1
1956-02-01,2.2,12.3,-8.2,5.1,-0.7,30.7,-9.9,10.6,55,76.6
1956-03-01,6.9,13,0.6,9.5,4.4,45.6,-6.2,13.9,55,123.6
1956-04-01,7.5,15.9,-0.4,11.5,3.4,47.6,-7.4,8.9,35,172.9
1956-05-01,11.2,20.6,0.6,15.7,6.7,16.1,-2,10.6,47,230
1956-06-01,12.7,23.5,2.9,16.9,8.5,53.9,-1.1,10.9,50,222.5
1956-07-01,14.6,23.3,7.9,17.9,11.3,98.5,6.3,9.7,50,152.5
1956-08-01,12.9,20.6,6.2,16.6,9.2,155,3.6,9,49,182.1
1956-09-01,13.4,20.3,5.2,16.1,10.7,90.3,3.4,9.5,56,82.3
1956-10-01,9.6,16.1,1.2,12.9,6.3,41.1,-0.9,9.1,44,111.9
1956-11-01,7.1,13.4,-1.1,9.5,4.8,31.5,-2.6,10.8,49,48.1
1956-12-01,7,12.9,-0.1,9.3,4.7,89.1,-6.4,13.4,60,32.6
1957-01-01,6.1,14.6,-1.9,9,3.3,52.2,-5.2,12.8,55,74.2
1957-02-01,5.1,11.6,-3.8,8,2.1,60,-8.2,11.4,73,108.8
1957-03-01,9.5,17.1,1.9,12.2,6.8,70.3,-2,10.7,56,77.6
1957-04-01,8.2,15.1,0.2,11.7,4.7,26.4,-1.6,8.7,33,154.4
1957-05-01,10.3,18.9,0,14.2,6.4,77.1,-2.2,8.9,37,228.7
1957-06-01,13.5,23.3,2.5,17.9,9.2,48.5,0.6,0,35,288.6
1957-07-01,15.1,22.2,8.3,18.2,12,86.9,7.4,9.2,38,108.7
1957-08-01,14.4,20.8,5.6,17.9,11,88.3,3.4,9.5,49,141.8
1957-09-01,12,19.4,3,15.4,8.7,131.7,0.7,10.8,45,114.4
1957-10-01,10.2,16.8,1.4,13.7,6.8,71.7,-1.2,8.5,48,91.4
1957-11-01,6.9,13.6,-2.7,9.3,4.6,39.3,-3.6,8.8,46,57.9
1957-12-01,5.7,13.4,-1.6,8.5,2.9,74.9,-5.6,11.1,52,55.9
1958-01-01,4.7,12.4,-7,7.4,2,40,-8.8,11.7,55,79.5
1958-02-01,5.4,13.5,-3.1,8.2,2.6,101.6,-5.3,10.4,48,62.7
1958-03-01,4.4,15.2,-5,7.1,1.6,23.4,-9.1,11.3,40,105.1
1958-04-01,7.8,17.1,-1.2,11.2,4.4,29.9,-5,9.3,43,140.8
1958-05-01,10,20.6,2.4,13.7,6.3,103.9,-0.5,8.8,39,176.9
1958-06-01,13,20.8,5.6,16.2,9.7,168.5,4.6,6.4,32,139.6
1958-07-01,14.6,25.1,6.1,18,11.3,109.5,4.6,6.1,32,147.3
1958-08-01,14.7,21.6,6.7,18,11.4,140.6,5.6,6.3,43,128.9
1958-09-01,14.3,19.3,5.6,17.3,11.3,128.8,4.6,7.3,48,111.3
1958-10-01,10.7,17.1,3.4,13.7,7.7,52,0.8,7.4,37,104.9
1958-11-01,8.1,14.8,1,10.6,5.5,45.4,-1.6,5.8,34,55.4
1958-12-01,5.4,12.2,-3,7.8,2.9,90.3,-6,8.2,49,51.2
1959-01-01,3.1,11.3,-4.6,5.8,0.4,47.4,-6.1,8.1,48,99.3
1959-02-01,6.4,13.8,-1.6,9.4,3.3,13.1,-7,8.3,44,69.2
1959-03-01,7.4,15.4,1.9,10.1,4.6,39.7,-3.9,9.4,40,112.1
1959-04-01,8.5,14.9,0.4,12.2,4.8,44.1,-3.4,8.7,51,152.9
1959-05-01,11.4,20,0.7,15.1,7.7,73.6,-2,5.7,32,236.3
1959-06-01,14,22.4,6.7,18.1,9.9,37.2,2.8,7.4,45,240.6
1959-07-01,15.8,24.3,7.9,19.8,11.8,45.2,5.4,6.4,38,191.6
1959-08-01,15.9,25,7.2,19.9,12,17.6,5.1,7.2,50,189.6
1959-09-01,14.3,23.5,5.5,18.3,10.3,24.3,2.9,5.4,30,181.2
1959-10-01,11.7,20.3,1.1,15,8.3,106.7,0.4,10.6,58,132.5
1959-11-01,7.3,14.7,-0.8,10.2,4.4,89.6,-4.2,10.2,62,79.8
1959-12-01,6.2,13,0.6,8.9,3.4,132.1,-3.3,13.3,53,54.9
1960-01-01,5.1,12.8,-1.4,7.7,2.5,87.4,-3.3,10.2,50,54.5
1960-02-01,4.1,14.6,-4.9,7.2,0.9,35.2,-6.2,10.9,48,109
1960-03-01,6.6,11.9,0.6,8.6,4.5,97.2,-1.8,12.3,44,55.5
1960-04-01,8.9,15.1,0.6,12.6,5.2,27.2,-2.2,10.4,59,176.5
1960-05-01,12,20.8,4.8,15.7,8.4,52.4,1.3,8.5,42,210.9
1960-06-01,14.6,24.9,6.1,18.9,10.4,51.1,4.1,8.3,56,241.6
1960-07-01,14.6,21.4,8.2,18.3,11,139.8,4.9,9.5,39,173.1
1960-08-01,14.2,21.5,6.1,17.8,10.5,86.3,4.6,7.1,34,175.2
1960-09-01,12.3,22.1,5.1,16,8.7,81.2,2.8,8.8,44,119.2
1960-10-01,10.1,16.7,1.2,13.1,7.1,161.3,-1.7,8.4,40,78.9
1960-11-01,7.1,14,-0.6,9.8,4.4,117.7,-6.9,10.5,67,78.1
1960-12-01,4.1,11.3,-2.8,6.9,1.4,95.4,-7.2,9.6,55,88.7
1961-01-01,4.4,12.4,-2.2,7.2,1.7,106.3,-7.2,11.1,63,46.2
1961-02-01,7.8,14.2,-0.3,10.5,5,50.8,-2.2,12,69,98.6
1961-03-01,8.8,17.8,0.5,12.4,5.1,4,-3.2,9.7,42,126
1961-04-01,9.4,16.1,1.6,12.5,6.3,90.4,-1.7,7.1,40,139.4
1961-05-01,10.7,19.7,2.8,14.4,7.1,29.6,-0.6,7.8,49,231.6
1961-06-01,13.4,22.1,4.7,17.4,9.4,42.4,3.3,9.1,33,165.9
1961-07-01,14,20,6.8,17.5,10.6,52.6,4.8,8.7,46,131.3
1961-08-01,14.3,22.1,7.3,18.2,10.4,47.3,2.2,10.6,42,161.1
1961-09-01,13.6,21.3,5.6,17.3,9.9,86.4,2.3,8.3,64,119.8
1961-10-01,9.8,16.7,2.1,13.1,6.5,58.8,-1.6,11,73,107.5
1961-11-01,6.8,14.8,-0.2,9.3,4.4,52.8,-4.4,10.4,43,71.3
1961-12-01,4,13.8,-10.1,7,1.1,57.1,-11,10.9,55,76.5
1962-01-01,4.9,12.1,-9.4,7.8,2,41.1,-10.9,13.5,60,69
1962-02-01,5.4,11.4,-1.6,8.1,2.7,26.7,-3.6,15.3,64,46.5
1962-03-01,3.5,13.3,-6.3,6.8,0.2,53.6,-9.1,9.8,56,128.8
1962-04-01,7.5,16.2,0.8,10.9,4.1,40.8,-3.2,10.6,47,193.3
1962-05-01,10,18.2,2.2,13.9,6.1,56.8,-1.8,9.6,45,212.5
1962-06-01,12.4,21.3,1.5,16.7,8.1,24.9,-1.4,10.1,55,202.8
1962-07-01,13.7,21.4,4.8,16.9,10.5,68,2.9,8.4,37,125.4
1962-08-01,13.7,19.9,6.9,17.3,10,73.1,2.9,10.4,51,161.1
1962-09-01,11.8,18.9,3.4,15.2,8.5,129.2,-1.1,9,54,87
1962-10-01,10.4,16.8,0.7,13.6,7.2,16.8,-1.6,8.4,49,120.6
1962-11-01,6.6,12.7,-1.6,9,4.2,47.9,-3.2,9.8,55,44.3
1962-12-01,4.8,12.8,-3.3,7.3,2.4,75.3,-6.9,13.4,71,57.3
1963-01-01,0.9,7.1,-6.7,2.9,-1.1,41.1,-11,13,50,58.4
1963-02-01,1.9,6.8,-4.6,4.1,-0.3,61.9,-7.6,13,52,61.1
1963-03-01,6.6,13.3,-1.2,9.9,3.4,65.2,-5.4,12.6,54,115.5
1963-04-01,7.9,16.4,-1.6,11.2,4.7,47,-4.4,11.6,52,111.7
1963-05-01,9.6,17.3,2.3,13.4,5.9,42,-0.6,12.2,48,183.5
1963-06-01,13.2,21.7,6.6,16.8,9.7,54.3,4.6,9.6,45,203.2
1963-07-01,13.9,22.9,6.2,17.4,10.4,23.5,2.7,7.8,35,156.6
1963-08-01,13.6,20.9,6.2,17.2,10.1,103.1,3.7,10.4,45,133.8
1963-09-01,12.2,21.1,4,16,8.4,44.9,2.4,9.6,49,148.4
1963-10-01,11,17.2,3.1,14.2,7.8,47.6,-0.6,11.8,46,82.5
1963-11-01,7.7,13.1,-0.3,10.5,4.9,95.9,-5.7,12.6,59,81.3
1963-12-01,5,12,-4.6,7.1,2.9,16.4,-7.2,12.2,49,52.8
1964-01-01,6.1,11.4,0,8.3,3.9,14.8,-3.8,9.8,50,34.4
1964-02-01,5.3,13.4,-3.4,7.7,2.9,28.3,-6.7,12.9,47,70.2
1964-03-01,5.5,11.6,-0.4,7.8,3.2,106.6,-4.9,10.5,47,65.7
1964-04-01,8.2,14.6,-0.3,11.6,4.9,62.3,-3.4,10.8,42,139.9
1964-05-01,11.9,18.6,4.7,15.6,8.1,45.4,2.8,11.1,49,189.9
1964-06-01,13,22.1,4.4,16.3,9.6,51,3,10,42,144.2
1964-07-01,15.1,21.7,5.6,18.6,11.6,47.4,3.9,9.6,47,153.9
1964-08-01,14.5,22.8,4.9,18,10.9,81.3,2.7,8.6,43,170.9
1964-09-01,13.6,21.1,4.3,17.1,10.2,51.7,2.4,9.6,47,151
1964-10-01,9.2,16.8,-0.4,12.3,6.1,62.3,-1.1,8.1,45,83.6
1964-11-01,8,14.4,-1.7,10.8,5.2,26.2,-5.6,10.1,48,84.9
1964-12-01,4.9,13.1,-2.8,7.7,2.1,111.8,-6.9,11.6,68,55.5
1965-01-01,3.9,12.3,-3.5,6.5,1.3,97.3,-5.6,13,73,69.8
1965-02-01,4.1,10.2,-1.6,6.6,1.7,4.7,-6.1,8.3,48,50
1965-03-01,6,21.3,-6.7,9.2,2.8,54.6,-7.7,11.2,49,127.4
1965-04-01,8.3,15.3,1.7,11.8,4.8,45.4,-4.8,11.4,60,182.5
1965-05-01,10.9,19.2,1.4,14.4,7.3,51.9,-2.8,9.1,44,154.1
1965-06-01,13.6,20.2,4.2,17.3,9.9,72.9,0.1,8.8,52,189.6
1965-07-01,13.1,19.4,5.2,16.5,9.7,79.2,3.4,8.4,44,133.2
1965-08-01,14.2,21.3,6.9,17.9,10.5,55.4,4,10,42,166.5
1965-09-01,11.8,20.6,4.7,15.2,8.4,67.7,-0.3,8.8,41,103.9
1965-10-01,11.2,17.3,3,14,8.4,41.4,0.4,8.8,48,89.7
1965-11-01,5.3,12.8,-2.5,7.9,2.6,182.3,-4.9,12.7,59,75.7
1965-12-01,5,13.5,-4.9,7.8,2.3,97.1,-5.4,11.7,53,76.9
1966-01-01,5,12.4,-1.8,6.5,3.5,94.6,-3.6,11.8,51,25.2
1966-02-01,6.4,13.1,0.7,8.4,4.4,114.5,0.5,13.1,50,54.9
1966-03-01,7.2,13.8,-2.1,10.7,3.8,40.2,-5.8,12.1,55,125
1966-04-01,7,17.2,-0.5,9.6,4.3,151.8,-5.4,12.7,45,103.3
1966-05-01,10.8,22.3,3,14.9,6.7,52.3,-0.1,9.4,56,246.3
1966-06-01,14.3,23.1,8.3,17.7,10.9,119.5,6.3,7.8,40,146.3
1966-07-01,14.4,23.5,6.5,18.4,10.3,37.1,4.8,8.2,34,184.5
1966-08-01,14.2,22.4,6.1,17.8,10.6,56.5,3.2,7.3,45,156.9
1966-09-01,14.1,21.5,5.1,17.6,10.5,61.3,2.2,7.4,43,141.5
1966-10-01,9.2,16.7,0.6,12.5,5.9,132.9,-0.5,8,40,108.5
1966-11-01,5.6,12.2,-1.8,8.4,2.9,43.3,-2.7,11.7,51,69.5
1966-12-01,5.9,12.4,-1.5,9.2,2.7,115.1,-2.8,14.2,68,59.9
1967-01-01,5.4,12.8,-2.9,7.7,3,48.5,-3.7,9.4,44,57
1967-02-01,5.7,12.5,-0.7,8.1,3.2,83.8,-3.8,12.9,64,84.7
1967-03-01,6.8,15.8,-0.9,10,3.6,26.4,-4,16.9,57,145.8
1967-04-01,8.6,20.2,0.7,12.3,5,33.9,-3.9,11.1,48,166
1967-05-01,8.9,18,-0.2,12,5.8,129.4,-4.8,10.4,51,145.3
1967-06-01,13.8,22.7,5.2,18,9.6,11.4,2.7,6.8,38,191.5
1967-07-01,15.4,21.9,8.5,19,11.7,83.7,6.7,7.4,36,122.7
1967-08-01,14.3,20.7,5.6,17.9,10.8,64.3,4.2,7.8,39,145.5
1967-09-01,12.9,18.7,5.6,16.4,9.5,115.5,3.5,9.6,54,136.5
1967-10-01,9.8,17.5,1.1,13,6.6,94.4,-1.4,13.3,55,102
